#  Timestep    No_Moles    No_Specs   Si192O384         OH2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       7895           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3          OH
       7900           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7905          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7910          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7915           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7920           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       7925           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O2H3
       7930          11           4           1           5           3           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O2H3
       7935          11           4           1           5           3           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O2H3
       7940          11           4           1           5           3           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2        O2H3          OH
       7945          10           4           1           4           3           2
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2        O2H3          OH
       7950          11           4           1           5           2           3
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2        O2H3          OH
       7955          11           4           1           5           2           3
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2        O2H3          OH
       7960          10           4           1           4           3           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7965          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7970          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2          OH        O2H3
       7975           9           4           1           4           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2          OH        O2H3
       7980           9           4           1           4           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2          OH        O2H3
       7985           9           4           1           4           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       7990          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       7995           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2          OH        O2H3
