#  Timestep    No_Moles    No_Specs   Si192O384
#  Timestep    No_Moles    No_Specs   Si192O384
      14960           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14965           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14970           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14975           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14980           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14985           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14990           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      14995           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15000           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15005           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15010           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15015           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15020           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15025           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15030           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15035           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15040           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15045           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15050           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15055           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15060           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15065           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15070           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15075           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15080           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15085           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15090           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15095           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15100           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15105           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15110           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15115           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15120           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15125           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15130           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15135           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15140           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15145           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15150           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15155           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15160           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15165           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15170           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15175           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15180           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15185           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15190           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15195           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15200           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15205           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15210           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15215           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15220           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15225           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15230           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15235           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15240           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15245           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15250           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15255           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15260           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15265           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15270           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15275           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15280           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15285           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15290           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15295           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15300           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15305           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15310           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15315           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15320           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15325           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15330           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15335           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15340           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15345           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15350           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15355           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15360           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15365           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15370           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15375           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15380           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15385           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15390           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15395           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15400           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15405           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15410           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15415           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15420           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15425           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15430           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15435           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15440           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15445           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15450           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15455           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15460           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15465           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15470           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15475           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15480           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15485           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15490           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15495           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15500           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15505           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15510           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15515           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15520           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15525           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15530           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15535           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15540           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15545           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15550           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15555           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15560           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15565           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15570           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15575           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15580           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15585           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15590           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15595           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15600           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15605           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15610           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15615           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15620           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15625           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15630           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15635           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15640           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15645           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15650           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15655           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15660           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15665           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15670           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15675           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15680           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15685           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15690           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15695           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15700           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15705           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15710           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15715           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15720           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15725           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15730           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15735           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15740           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15745           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15750           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15755           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15760           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15765           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15770           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15775           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15780           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15785           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15790           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15795           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15800           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15805           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15810           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15815           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15820           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15825           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15830           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15835           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15840           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15845           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15850           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15855           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15860           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15865           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15870           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15875           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15880           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15885           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15890           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15895           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15900           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15905           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15910           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15915           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15920           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15925           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15930           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15935           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15940           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15945           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15950           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15955           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15960           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15965           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15970           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15975           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15980           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15985           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15990           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      15995           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16000           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16005           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16010           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16015           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16020           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16025           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16030           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16035           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16040           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16045           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16050           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16055           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16060           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16065           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16070           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16075           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16080           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16085           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16090           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16095           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16100           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16105           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16110           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16115           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16120           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16125           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16130           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16135           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16140           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16145           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16150           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16155           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16160           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16165           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16170           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16175           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16180           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16185           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16190           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16195           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16200           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16205           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16210           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16215           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16220           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16225           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16230           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16235           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16240           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16245           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16250           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16255           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16260           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16265           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16270           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16275           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16280           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16285           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16290           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16295           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16300           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16305           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16310           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16315           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16320           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16325           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16330           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16335           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16340           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16345           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16350           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16355           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16360           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16365           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16370           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16375           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16380           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16385           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16390           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16395           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16400           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16405           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16410           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16415           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16420           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16425           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16430           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16435           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16440           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16445           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16450           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16455           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16460           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16465           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16470           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16475           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16480           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16485           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16490           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16495           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16500           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16505           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16510           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16515           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16520           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16525           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16530           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16535           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16540           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16545           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16550           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16555           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16560           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16565           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16570           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16575           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16580           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16585           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16590           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16595           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16600           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16605           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16610           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16615           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16620           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16625           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16630           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16635           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16640           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16645           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16650           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16655           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16660           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16665           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16670           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16675           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16680           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16685           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16690           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16695           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16700           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16705           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16710           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16715           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16720           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16725           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16730           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16735           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16740           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16745           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16750           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16755           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16760           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16765           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16770           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16775           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16780           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16785           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16790           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16795           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16800           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16805           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16810           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16815           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16820           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16825           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16830           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16835           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16840           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16845           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16850           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16855           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16860           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16865           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16870           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16875           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16880           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16885           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16890           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16895           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16900           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16905           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16910           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16915           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16920           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16925           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16930           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16935           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16940           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16945           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16950           1           1           1
