#  Timestep    No_Moles    No_Specs   Si192O384           H
#  Timestep    No_Moles    No_Specs Si192O384H4
       2870           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2875           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2880           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2885           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2890           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2895           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2900           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2905           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2910           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2915           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2920           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2925           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2930           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2935           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2940           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2945           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2950           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2955           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2960           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2965           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2970           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2975           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2980           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2985           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2990           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       2995           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3000           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3005           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3010           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3015           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3020           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3025           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3030           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3035           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3040           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3045           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3050           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3055           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3060           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3065           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3070           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3075           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3080           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3085           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3090           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3095           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3100           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3105           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3110           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3115           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3120           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3125           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3130           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3135           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3140           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3145           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3150           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3155           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3160           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3165           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3170           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3175           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3180           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3185           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3190           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3195           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3200           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3205           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3210           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3215           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3220           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3225           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3230           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3235           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3240           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3245           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3250           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3255           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3260           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3265           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3270           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3275           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3280           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3285           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3290           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3295           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3300           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3305           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3310           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3315           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3320           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3325           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3330           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3335           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3340           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3345           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3350           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3355           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3360           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3365           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3370           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3375           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3380           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3385           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3390           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3395           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3400           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3405           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3410           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3415           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3420           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3425           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3430           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3435           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3440           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3445           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3450           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3455           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3460           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3465           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3470           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3475           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3480           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3485           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3490           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3495           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3500           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3505           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3510           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3515           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3520           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3525           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3530           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3535           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3540           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3545           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3550           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3555           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3560           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3565           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3570           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3575           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3580           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3585           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3590           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3595           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3600           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3605           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3610           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3615           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3620           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3625           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3630           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3635           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3640           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3645           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3650           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3655           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3660           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3665           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3670           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3675           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3680           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3685           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3690           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3695           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3700           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3705           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3710           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3715           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3720           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3725           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3730           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3735           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3740           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3745           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3750           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3755           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3760           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3765           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3770           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3775           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3780           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3785           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3790           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3795           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3800           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3805           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3810           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3815           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3820           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3825           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3830           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3835           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3840           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3845           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3850           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3855           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3860           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3865           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3870           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3875           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3880           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3885           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3890           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3895           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3900           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3905           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3910           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3915           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3920           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3925           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3930           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3935           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3940           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3945           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3950           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3955           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3960           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3965           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3970           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3975           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3980           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3985           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3990           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       3995           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4
       4000           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4005           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4010           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4015           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4020           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4025           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4030           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4035           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4040           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4045           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4050           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4055           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4060           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4065           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4070           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4075           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4080           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4085           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4090           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4095           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4100           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4105           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4110           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4115           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4120           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4125           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4130           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4135           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4140           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4145           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4150           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4155           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4160           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4165           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4170           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4175           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4180           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4185           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4190           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4195           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4200           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4205           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4210           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4215           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4220           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4225           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4230           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4235           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4240           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4245           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4250           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4255           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4260           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4265           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4270           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4275           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4280           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4285           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4290           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4295           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4300           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4305           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4310           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4315           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4320           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4325           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4330           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4335           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4340           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4345           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4350           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4355           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4360           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4365           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4370           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4375           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4380           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4385           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4390           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4395           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4400           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4405           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4410           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4415           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4420           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4425           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4430           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4435           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4440           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4445           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4450           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4455           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4460           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4465           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4470           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4475           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4480           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4485           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4490           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4495           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4500           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4505           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H4           H
       4510           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4515           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4520           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4525           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4530           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4535           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4540           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4545           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4550           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4555           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4560           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4565           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4570           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4575           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4580           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4585           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4590           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4595           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4600           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4605           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4610           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4615           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4620           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4625           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4630           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4635           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4640           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4645           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4650           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4655           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4660           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4665           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4670           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4675           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4680           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4685           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4690           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4695           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4700           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4705           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4710           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4715           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4720           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H5           H
       4725           2           2           1           1
