#  Timestep    No_Moles    No_Specs   Si192O384           H
#  Timestep    No_Moles    No_Specs Si192O384H2
       1905           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1910           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1915           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1920           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1925           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1930           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1935           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1940           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1945           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1950           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1955           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1960           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1965           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1970           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1975           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1980           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1985           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1990           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       1995           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2
       2000           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2005           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2010           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2015           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2020           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2025           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2030           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2035           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2040           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2045           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2050           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2055           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2060           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2065           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2070           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2075           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2080           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2085           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2090           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2095           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2100           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2105           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2110           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2115           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2120           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2125           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2130           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H2           H
       2135           3           2           1           2
